lat,lon,factor
32.196,-83.70800000000003,0.32275390625
32.186,-83.56599999999997,0.14111328125
32.175,-83.423,0.06787109375
32.165,-83.281,0.05615234375
32.154,-83.13900000000001,0.04443359375
32.144,-82.99700000000001,0.05712890625
32.133,-82.85500000000002,0.06591796875
32.122,-82.71199999999999,0.06787109375
32.111,-82.57,0.07373046875
32.1,-82.428,0.09326171875
32.089,-82.286,0.12548828125
32.077,-82.144,0.07666015625
32.066,-82.00200000000001,0.06494140625
32.054,-81.86000000000001,0.03564453125
32.043,-81.71800000000002,0.03564453125
32.031,-81.57600000000002,0.02197265625
32.019,-81.435,0.02001953125
32.006,-81.293,0.02197265625
31.994,-81.15100000000001,0.01806640625
31.982,-81.00900000000001,0.01513671875
31.969,-80.86700000000002,0.01220703125
31.957,-80.726,0.01025390625
31.944,-80.584,0.00732421875
31.931,-80.44200000000001,0.00732421875
31.918,-80.30099999999999,1.0
31.905,-80.15899999999999,1.0
31.892,-80.01799999999997,1.0
31.878,-79.87599999999998,1.0
31.865,-79.73500000000001,1.0
31.851,-79.59300000000002,1.0
31.837,-79.452,1.0
31.823,-79.31,1.0
31.809,-79.16899999999998,1.0
31.795,-79.02800000000002,1.0
31.781,-78.88600000000002,1.0
31.766,-78.745,1.0
31.752,-78.60399999999998,1.0
31.737,-78.46300000000002,1.0
31.722,-78.322,1.0
31.708,-78.18,1.0
31.693,-78.03899999999999,1.0
31.677,-77.89800000000002,1.0
31.662,-77.757,1.0
31.647,-77.61599999999999,1.0
31.631,-77.47500000000002,1.0
31.616,-77.33499999999998,1.0
31.6,-77.19400000000002,1.0
31.584,-77.053,1.0
31.568,-76.91199999999998,1.0
31.552,-76.77100000000002,1.0
31.535,-76.63099999999997,1.0
31.519,-76.49000000000001,1.0
31.502,-76.35000000000002,1.0
31.486,-76.209,1.0
31.469,-76.06799999999998,1.0
31.452,-75.928,1.0
31.435,-75.78699999999998,1.0
31.418,-75.64699999999999,1.0
31.401,-75.507,1.0
31.383,-75.36599999999999,1.0
31.366,-75.226,1.0
31.348,-75.08600000000001,1.0
31.33,-74.94600000000003,1.0
31.312,-74.80599999999998,1.0
31.294,-74.66500000000002,1.0
31.276,-74.52499999999998,1.0
31.258,-74.38499999999999,1.0
31.239,-74.245,1.0
31.221,-74.10500000000002,1.0
31.202,-73.96600000000001,1.0
31.184,-73.82600000000002,1.0
31.165,-73.68599999999998,1.0
31.146,-73.54599999999999,1.0
31.126,-73.40699999999998,1.0
31.107,-73.267,1.0
31.088,-73.12700000000001,1.0
31.068,-72.988,1.0
31.049,-72.84800000000001,1.0
31.029,-72.709,1.0
31.009,-72.56900000000002,1.0
30.989,-72.43,1.0
30.969,-72.291,1.0
30.949,-72.15100000000001,1.0
30.928,-72.012,1.0
30.908,-71.87299999999999,1.0
30.887,-71.73399999999998,1.0
30.866,-71.59500000000003,1.0
30.845,-71.45600000000002,1.0
30.824,-71.31700000000001,1.0
30.803,-71.178,1.0
30.782,-71.03899999999999,1.0
30.761,-70.89999999999998,1.0
30.739,-70.76100000000002,1.0
30.718,-70.62299999999999,1.0
30.696,-70.48399999999998,1.0
30.674,-70.34500000000003,1.0
30.652,-70.207,1.0
30.63,-70.06799999999998,1.0
30.608,-69.93,1.0
30.585,-69.791,1.0
30.563,-69.65300000000002,1.0
30.54,-69.51499999999999,1.0
30.518,-69.37599999999998,1.0
30.495,-69.238,1.0
30.472,-69.10000000000002,1.0
30.449,-68.96199999999999,1.0
30.425,-68.82400000000001,1.0
30.402,-68.68599999999998,1.0
30.379,-68.548,1.0
30.355,-68.41000000000003,1.0
30.331,-68.27199999999999,1.0
30.308,-68.13499999999999,1.0
30.284,-67.99700000000001,1.0
30.26,-67.85899999999998,1.0
30.235,-67.72199999999998,1.0
30.211,-67.584,1.0
30.187,-67.447,1.0
30.162,-67.30900000000003,1.0
30.138,-67.17200000000003,1.0
30.113,-67.03500000000003,1.0
30.088,-66.89699999999999,1.0
30.063,-66.75999999999999,1.0
30.038,-66.62299999999999,1.0
30.012,-66.48599999999999,1.0
29.987,-66.34899999999999,1.0
29.961,-66.21199999999999,1.0
29.316,-127.632,1.0
29.345,-127.49700000000001,1.0
29.374,-127.362,1.0
29.402,-127.226,1.0
29.431,-127.09100000000001,1.0
29.459,-126.95500000000001,1.0
29.488,-126.81899999999999,1.0
29.516,-126.684,1.0
29.544,-126.548,1.0
29.572,-126.412,1.0
29.6,-126.27600000000001,1.0
29.627,-126.13999999999999,1.0
29.655,-126.00399999999999,1.0
29.682,-125.868,1.0
29.71,-125.732,1.0
29.737,-125.596,1.0
29.764,-125.46000000000001,1.0
29.791,-125.32300000000001,1.0
29.818,-125.18700000000001,1.0
29.845,-125.05000000000001,1.0
29.871,-124.91399999999999,1.0
29.898,-124.77699999999999,1.0
29.924,-124.63999999999999,1.0
29.95,-124.50399999999999,1.0
29.976,-124.36699999999999,1.0
30.002,-124.22999999999999,1.0
30.028,-124.09299999999999,1.0
30.054,-123.95599999999999,1.0
30.08,-123.81899999999999,1.0
30.105,-123.68199999999999,1.0
30.131,-123.54499999999999,1.0
30.156,-123.40799999999999,1.0
30.181,-123.27099999999999,1.0
30.206,-123.13300000000001,1.0
30.231,-122.99600000000001,1.0
30.256,-122.858,1.0
30.281,-122.721,1.0
30.305,-122.583,1.0
30.33,-122.446,1.0
30.354,-122.30799999999999,1.0
30.378,-122.16999999999999,1.0
30.402,-122.03299999999999,1.0
30.426,-121.89500000000001,1.0
30.45,-121.757,1.0
30.474,-121.619,1.0
30.497,-121.481,1.0
30.521,-121.34299999999999,1.0
30.544,-121.20500000000001,1.0
30.567,-121.06700000000001,1.0
30.591,-120.928,1.0
30.613,-120.78999999999999,1.0
30.636,-120.65199999999999,1.0
30.659,-120.513,1.0
30.682,-120.375,1.0
30.704,-120.237,1.0
30.727,-120.09800000000001,1.0
30.749,-119.959,1.0
30.771,-119.821,1.0
30.793,-119.68199999999999,1.0
30.815,-119.543,1.0
30.837,-119.404,1.0
30.858,-119.26599999999999,1.0
30.88,-119.12700000000001,1.0
30.901,-118.988,1.0
30.922,-118.84899999999999,1.0
30.943,-118.71000000000001,1.0
30.965,-118.57,1.0
30.985,-118.43100000000001,1.0
31.006,-118.292,1.0
31.027,-118.15299999999999,1.0
31.047,-118.01400000000001,1.0
31.068,-117.874,1.0
31.088,-117.73500000000001,1.0
31.108,-117.595,1.0
31.128,-117.45599999999999,1.0
31.148,-117.316,1.0
31.168,-117.17699999999999,1.0
31.188,-117.037,1.0
31.207,-116.89699999999999,1.0
31.226,-116.75800000000001,1.0
31.246,-116.618,1.0
31.265,-116.47800000000001,1.0
31.284,-116.338,1.0
31.303,-116.19800000000001,1.0
31.322,-116.05799999999999,1.0
31.34,-115.918,1.0
31.359,-115.77799999999999,1.0
31.377,-115.638,1.0
31.396,-115.49799999999999,1.0
31.414,-115.358,1.0
31.432,-115.21700000000001,1.0
31.45,-115.077,1.0
31.468,-114.93700000000001,1.0
31.485,-114.79599999999999,1.0
31.503,-114.656,1.0
31.52,-114.51499999999999,1.0
31.537,-114.375,1.0
31.555,-114.23400000000001,1.0
31.572,-114.094,1.0
31.589,-113.953,1.0
31.605,-113.81200000000001,1.0
31.622,-113.672,1.0
31.639,-113.531,1.0
31.655,-113.38999999999999,1.0
31.671,-113.249,1.0
31.687,-113.10900000000001,1.0
31.704,-112.96799999999999,1.0
31.719,-112.827,1.0
31.735,-112.686,1.0
31.751,-112.54499999999999,1.0
31.766,-112.404,1.0
31.782,-112.262,1.0
31.797,-112.12100000000001,0.35400390625
31.812,-111.97999999999999,0.38720703125
31.827,-111.839,0.42919921875
31.842,-111.69800000000001,0.45556640625
31.857,-111.55600000000001,0.25341796875
31.872,-111.41499999999999,0.26416015625
31.886,-111.274,0.18505859375
31.901,-111.132,0.06494140625
31.915,-110.99100000000001,0.04736328125
31.929,-110.84899999999999,0.05419921875
31.943,-110.708,0.06298828125
31.957,-110.566,0.18310546875
31.971,-110.42500000000001,0.77587890625
31.985,-110.28299999999999,0.81884765625
31.998,-110.142,0.86181640625
32.012,-110.0,0.45166015625
32.025,-109.858,0.47216796875
32.038,-109.71600000000001,0.49169921875
32.051,-109.57499999999999,0.50927734375
32.064,-109.43299999999999,1.0
32.077,-109.291,1.0
32.089,-109.149,1.0
32.102,-109.007,1.0
32.114,-108.86500000000001,1.0
32.127,-108.72300000000001,1.0
32.139,-108.58099999999999,1.0
32.151,-108.439,1.0
32.163,-108.297,1.0
32.174,-108.155,1.0
32.186,-108.013,1.0
32.198,-107.87100000000001,1.0
32.209,-107.72900000000001,1.0
32.22,-107.58699999999999,1.0
32.231,-107.445,1.0
32.242,-107.30199999999999,1.0
32.253,-107.16,1.0
32.264,-107.018,1.0
32.275,-106.875,1.0
32.285,-106.733,1.0
32.296,-106.59100000000001,1.0
32.306,-106.44800000000001,1.0
32.316,-106.30600000000001,1.0
32.326,-106.16300000000001,1.0
32.336,-106.02099999999999,1.0
32.346,-105.87799999999999,1.0
32.355,-105.73599999999999,1.0
32.365,-105.59299999999999,1.0
32.374,-105.451,1.0
32.383,-105.30799999999999,1.0
32.392,-105.166,1.0
32.401,-105.023,1.0
32.41,-104.88,1.0
32.419,-104.738,1.0
32.428,-104.595,0.26416015625
32.436,-104.452,0.21728515625
32.444,-104.309,0.22607421875
32.453,-104.167,0.23583984375
32.461,-104.024,0.24658203125
32.469,-103.88099999999997,0.64794921875
32.476,-103.738,1.0
32.484,-103.59500000000003,1.0
32.492,-103.45299999999997,0.37939453125
32.499,-103.31,0.26708984375
32.507,-103.16699999999997,0.28076171875
32.514,-103.024,0.25244140625
32.521,-102.88099999999997,0.23193359375
32.528,-102.738,0.38720703125
32.535,-102.59500000000003,0.40283203125
32.541,-102.452,0.41845703125
32.548,-102.30900000000003,0.36083984375
32.554,-102.166,0.44482421875
32.561,-102.02300000000002,0.38037109375
32.567,-101.88,0.33251953125
32.573,-101.73700000000002,0.23583984375
32.579,-101.594,0.19873046875
32.585,-101.45100000000002,0.21826171875
32.59,-101.30700000000002,0.18408203125
32.596,-101.16399999999999,0.12451171875
32.601,-101.02100000000002,0.10107421875
32.607,-100.87799999999999,0.08740234375
32.612,-100.73500000000001,0.05810546875
32.617,-100.59199999999998,0.05322265625
32.622,-100.44799999999998,0.06591796875
32.626,-100.305,0.08056640625
32.631,-100.16199999999998,0.06787109375
32.636,-100.019,0.06396484375
32.64,-99.87599999999998,0.07470703125
32.644,-99.73200000000003,0.07275390625
32.649,-99.589,0.06591796875
32.653,-99.44600000000003,0.07080078125
32.656,-99.30200000000002,0.12646484375
32.66,-99.15899999999999,0.13232421875
32.664,-99.01600000000002,0.22607421875
32.667,-98.87299999999999,0.53271484375
32.671,-98.72899999999998,0.33544921875
32.674,-98.58600000000001,0.19287109375
32.677,-98.44299999999998,0.23193359375
32.68,-98.29899999999998,0.22119140625
32.683,-98.156,0.10693359375
32.686,-98.01299999999998,0.08251953125
32.688,-97.86900000000003,0.04150390625
32.691,-97.726,0.02099609375
32.693,-97.582,0.01513671875
32.695,-97.43900000000002,0.01123046875
32.698,-97.29599999999999,0.01123046875
32.7,-97.15199999999999,0.01220703125
32.701,-97.00900000000001,0.01318359375
32.703,-96.86500000000001,0.01416015625
32.705,-96.72199999999998,0.01806640625
32.706,-96.57900000000001,0.02587890625
32.707,-96.435,0.03076171875
32.709,-96.29199999999997,0.03369140625
32.71,-96.14800000000002,0.03369140625
32.711,-96.005,0.03076171875
32.712,-95.86099999999999,0.02685546875
32.712,-95.71800000000002,0.01904296875
32.713,-95.57499999999999,0.01416015625
32.713,-95.43099999999998,0.01611328125
32.714,-95.28800000000001,0.01318359375
32.714,-95.144,0.01904296875
32.714,-95.00099999999998,0.01904296875
32.714,-94.85700000000003,0.02001953125
32.714,-94.714,0.02294921875
32.713,-94.57100000000003,0.01806640625
32.713,-94.42700000000002,0.01806640625
32.712,-94.28399999999999,0.01904296875
32.712,-94.13999999999999,0.01904296875
32.711,-93.99700000000001,0.01904296875
32.71,-93.85300000000001,0.01708984375
32.709,-93.70999999999998,0.01904296875
32.708,-93.56700000000001,0.01806640625
32.706,-93.423,0.03173828125
32.705,-93.27999999999997,0.04443359375
32.703,-93.13600000000002,0.05712890625
32.701,-92.993,0.05419921875
32.7,-92.85000000000002,0.03662109375
32.698,-92.70600000000002,0.03369140625
32.695,-92.56299999999999,0.03564453125
32.693,-92.41899999999998,0.02587890625
32.691,-92.27600000000001,0.02099609375
32.688,-92.13299999999998,0.02294921875
32.686,-91.98899999999998,0.02197265625
32.683,-91.846,0.02392578125
32.68,-91.70299999999997,0.02685546875
32.677,-91.55900000000003,0.02587890625
32.674,-91.416,0.03369140625
32.671,-91.27300000000002,0.03564453125
32.667,-91.12900000000002,0.03173828125
32.664,-90.98599999999999,0.02001953125
32.66,-90.84300000000002,0.01904296875
32.656,-90.69900000000001,0.01513671875
32.653,-90.55599999999998,0.01806640625
32.649,-90.41300000000001,0.01318359375
32.644,-90.26999999999998,0.01220703125
32.64,-90.12599999999998,0.01220703125
32.636,-89.983,0.01123046875
32.631,-89.83999999999997,0.01025390625
32.627,-89.697,0.01025390625
32.622,-89.553,0.00927734375
32.617,-89.41000000000003,0.00830078125
32.612,-89.267,0.00732421875
32.607,-89.12400000000002,0.00634765625
32.601,-88.981,0.00537109375
32.596,-88.83800000000002,0.00634765625
32.59,-88.69400000000002,0.00732421875
32.585,-88.55099999999999,0.00830078125
32.579,-88.40800000000002,0.01123046875
32.573,-88.26499999999999,0.01708984375
32.567,-88.12200000000001,0.03173828125
32.561,-87.97899999999998,0.05419921875
32.554,-87.83600000000001,0.04150390625
32.548,-87.69299999999998,0.04931640625
32.541,-87.55000000000001,0.06396484375
32.535,-87.40699999999998,0.08740234375
32.528,-87.26400000000001,0.09326171875
32.521,-87.12099999999998,0.06982421875
32.514,-86.97800000000001,0.14013671875
32.507,-86.83499999999998,0.10009765625
32.499,-86.69200000000001,0.06201171875
32.492,-86.54899999999998,0.05322265625
32.484,-86.406,0.05419921875
32.477,-86.26400000000001,0.10888671875
32.469,-86.12099999999998,0.08251953125
32.461,-85.97800000000001,0.08251953125
32.453,-85.83499999999998,0.15966796875
32.444,-85.69200000000001,0.15869140625
32.436,-85.55000000000001,0.07861328125
32.428,-85.40699999999998,0.06298828125
32.419,-85.26400000000001,0.04443359375
32.41,-85.12200000000001,0.04443359375
32.401,-84.97899999999998,0.05517578125
32.392,-84.83600000000001,0.06298828125
32.383,-84.69400000000002,0.07763671875
32.374,-84.55099999999999,0.30615234375
32.365,-84.40800000000002,0.29248046875
32.355,-84.26600000000002,0.14306640625
32.346,-84.12299999999999,0.07177734375
32.336,-83.981,0.07373046875
32.326,-83.83800000000002,0.09521484375
32.316,-83.69600000000003,0.07861328125
32.306,-83.553,0.11962890625
32.296,-83.411,0.12744140625
32.285,-83.269,0.06396484375
32.275,-83.12599999999998,0.06982421875
32.264,-82.98399999999998,0.05810546875
32.253,-82.84199999999998,0.06005859375
32.243,-82.69900000000001,0.07763671875
32.231,-82.55700000000002,0.07958984375
32.22,-82.41500000000002,0.06591796875
32.209,-82.27300000000002,0.08349609375
32.198,-82.13099999999997,0.06884765625
32.186,-81.98899999999998,0.03857421875
32.175,-81.846,0.03564453125
32.163,-81.70400000000001,0.02783203125
32.151,-81.56200000000001,0.02294921875
32.139,-81.42000000000002,0.02294921875
32.127,-81.27800000000002,0.02294921875
32.114,-81.13600000000002,0.02001953125
32.102,-80.99400000000003,0.01611328125
32.09,-80.85300000000001,0.01416015625
32.077,-80.71100000000001,0.01416015625
32.064,-80.56900000000002,0.01513671875
32.051,-80.42700000000002,0.00634765625
32.038,-80.28500000000003,1.0
32.025,-80.144,1.0
32.012,-80.00200000000001,1.0
31.998,-79.86000000000001,1.0
31.985,-79.719,1.0
31.971,-79.577,1.0
31.957,-79.435,1.0
31.943,-79.29399999999998,1.0
31.929,-79.15199999999999,1.0
31.915,-79.01100000000002,1.0
31.901,-78.86900000000003,1.0
31.887,-78.72800000000001,1.0
31.872,-78.58699999999999,1.0
31.857,-78.445,1.0
31.843,-78.30399999999997,1.0
31.828,-78.16300000000001,1.0
31.813,-78.02199999999999,1.0
31.797,-77.88,1.0
31.782,-77.73899999999998,1.0
31.767,-77.59800000000001,1.0
31.751,-77.457,1.0
31.735,-77.31599999999997,1.0
31.72,-77.17500000000001,1.0
31.704,-77.03399999999999,1.0
31.688,-76.89299999999997,1.0
31.672,-76.75200000000001,1.0
31.655,-76.61200000000002,1.0
31.639,-76.471,1.0
31.622,-76.32999999999998,1.0
31.606,-76.18900000000002,1.0
31.589,-76.04899999999998,1.0
31.572,-75.90800000000002,1.0
31.555,-75.767,1.0
31.538,-75.62700000000001,1.0
31.52,-75.48599999999999,1.0
31.503,-75.346,1.0
31.485,-75.20499999999998,1.0
31.468,-75.065,1.0
31.45,-74.92500000000001,1.0
31.432,-74.78399999999999,1.0
31.414,-74.644,1.0
31.396,-74.50400000000002,1.0
31.378,-74.36399999999998,1.0
31.359,-74.22399999999999,1.0
31.341,-74.084,1.0
31.322,-73.94400000000002,1.0
31.303,-73.80399999999997,1.0
31.284,-73.66399999999999,1.0
31.265,-73.524,1.0
31.246,-73.38400000000001,1.0
31.227,-73.24400000000003,1.0
31.207,-73.10399999999998,1.0
31.188,-72.96499999999997,1.0
31.168,-72.82499999999999,1.0
31.148,-72.68599999999998,1.0
31.128,-72.54599999999999,1.0
31.108,-72.406,1.0
31.088,-72.267,1.0
31.068,-72.12799999999999,1.0
31.048,-71.988,1.0
31.027,-71.84899999999999,1.0
31.006,-71.70999999999998,1.0
30.986,-71.57,1.0
30.965,-71.43099999999998,1.0
30.944,-71.29199999999997,1.0
30.923,-71.15300000000002,1.0
30.901,-71.01400000000001,1.0
30.88,-70.875,1.0
30.858,-70.73599999999999,1.0
30.837,-70.59699999999998,1.0
30.815,-70.459,1.0
30.793,-70.32,1.0
30.771,-70.18099999999998,1.0
30.749,-70.04199999999997,1.0
30.727,-69.904,1.0
30.704,-69.76499999999999,1.0
30.682,-69.62700000000001,1.0
30.659,-69.488,1.0
30.637,-69.35000000000002,1.0
30.614,-69.21199999999999,1.0
30.591,-69.07299999999998,1.0
30.568,-68.935,1.0
30.544,-68.79700000000003,1.0
30.521,-68.65899999999999,1.0
30.498,-68.52100000000002,1.0
30.474,-68.38299999999998,1.0
30.45,-68.245,1.0
30.427,-68.10700000000003,1.0
30.403,-67.969,1.0
30.378,-67.83100000000002,1.0
30.354,-67.69400000000002,1.0
30.33,-67.55599999999998,1.0
30.306,-67.418,1.0
30.281,-67.281,1.0
30.256,-67.14299999999997,1.0
30.231,-67.00599999999997,1.0
30.207,-66.868,1.0
30.181,-66.731,1.0
30.156,-66.594,1.0
30.131,-66.457,1.0
30.106,-66.32,1.0
30.08,-66.18200000000002,1.0
29.434,-127.666,1.0
29.463,-127.53,1.0
29.492,-127.39500000000001,1.0
29.52,-127.25899999999999,1.0
29.549,-127.12299999999999,1.0
29.577,-126.988,1.0
29.606,-126.852,1.0
29.634,-126.71600000000001,1.0
29.662,-126.58000000000001,1.0
29.69,-126.44399999999999,1.0
29.718,-126.30799999999999,1.0
29.745,-126.172,1.0
29.773,-126.036,1.0
29.8,-125.9,1.0
29.828,-125.763,1.0
29.855,-125.62700000000001,1.0
29.882,-125.49100000000001,1.0
29.909,-125.35400000000001,1.0
29.936,-125.21799999999999,1.0
29.963,-125.08099999999999,1.0
29.99,-124.94399999999999,1.0
30.016,-124.80799999999999,1.0
30.042,-124.67099999999999,1.0
30.069,-124.53399999999999,1.0
30.095,-124.39699999999999,1.0
30.121,-124.25999999999999,1.0
30.147,-124.12299999999999,1.0
30.173,-123.98599999999999,1.0
30.198,-123.84899999999999,1.0
30.224,-123.71199999999999,1.0
30.249,-123.57400000000001,1.0
30.275,-123.43700000000001,1.0
30.3,-123.30000000000001,1.0
30.325,-123.162,1.0
30.35,-123.025,1.0
30.375,-122.887,1.0
30.399,-122.75,1.0
30.424,-122.612,1.0
30.448,-122.47399999999999,1.0
30.473,-122.33600000000001,1.0
30.497,-122.19800000000001,1.0
30.521,-122.061,1.0
30.545,-121.923,1.0
30.569,-121.785,1.0
30.593,-121.64599999999999,1.0
30.616,-121.50800000000001,1.0
30.64,-121.37,1.0
30.663,-121.232,1.0
30.686,-121.094,1.0
30.71,-120.95500000000001,1.0
30.733,-120.81700000000001,1.0
30.755,-120.678,1.0
30.778,-120.53999999999999,1.0
30.801,-120.40100000000001,1.0
30.823,-120.263,1.0
30.846,-120.124,1.0
30.868,-119.98500000000001,1.0
30.89,-119.846,1.0
30.912,-119.708,1.0
30.934,-119.56899999999999,1.0
30.956,-119.43,1.0
30.977,-119.291,1.0
30.999,-119.15199999999999,1.0
31.02,-119.013,1.0
31.042,-118.87299999999999,1.0
31.063,-118.73400000000001,1.0
31.084,-118.595,1.0
31.105,-118.45599999999999,1.0
31.126,-118.316,1.0
31.146,-118.17699999999999,1.0
31.167,-118.037,1.0
31.187,-117.898,1.0
31.207,-117.75800000000001,1.0
31.228,-117.619,1.0
31.248,-117.47900000000001,1.0
31.268,-117.339,1.0
31.287,-117.19999999999999,1.0
31.307,-117.06,1.0
31.327,-116.91999999999999,1.0
31.346,-116.78,1.0
31.365,-116.63999999999999,1.0
31.384,-116.5,1.0
31.404,-116.36000000000001,1.0
31.422,-116.22,1.0
31.441,-116.08000000000001,1.0
31.46,-115.94,1.0
31.478,-115.80000000000001,1.0
31.497,-115.65899999999999,1.0
31.515,-115.519,1.0
31.533,-115.37899999999999,1.0
31.551,-115.238,1.0
31.569,-115.09800000000001,1.0
31.587,-114.957,1.0
31.605,-114.81700000000001,1.0
31.622,-114.67599999999999,1.0
31.64,-114.536,1.0
31.657,-114.39500000000001,1.0
31.674,-114.25399999999999,1.0
31.691,-114.114,1.0
31.708,-113.97300000000001,1.0
31.725,-113.832,1.0
31.742,-113.691,1.0
31.758,-113.55000000000001,1.0
31.775,-113.40899999999999,1.0
31.791,-113.268,1.0
31.807,-113.12700000000001,1.0
31.823,-112.98599999999999,1.0
31.839,-112.845,1.0
31.855,-112.70400000000001,1.0
31.871,-112.56299999999999,1.0
31.886,-112.422,1.0
31.902,-112.281,1.0
31.917,-112.13900000000001,1.0
31.932,-111.99799999999999,0.43505859375
31.947,-111.857,0.47119140625
31.962,-111.715,0.23876953125
31.977,-111.57400000000001,0.24462890625
31.992,-111.43199999999999,0.50732421875
32.006,-111.291,0.10595703125
32.021,-111.149,0.04248046875
32.035,-111.00800000000001,0.03662109375
32.049,-110.86600000000001,0.04150390625
32.063,-110.72399999999999,0.05419921875
32.077,-110.583,0.06884765625
32.091,-110.441,0.24267578125
32.105,-110.299,1.0
32.118,-110.15799999999999,0.40380859375
32.132,-110.01599999999999,0.42333984375
32.145,-109.874,0.44287109375
32.158,-109.732,0.46044921875
32.171,-109.59,0.47705078125
32.184,-109.44800000000001,0.98486328125
32.197,-109.30600000000001,1.0
32.21,-109.16399999999999,1.0
32.222,-109.02199999999999,1.0
32.234,-108.88,1.0
32.247,-108.738,1.0
32.259,-108.596,1.0
32.271,-108.45400000000001,1.0
32.283,-108.311,1.0
32.295,-108.16900000000001,1.0
32.306,-108.02699999999999,1.0
32.318,-107.88499999999999,1.0
32.329,-107.74199999999999,1.0
32.341,-107.6,1.0
32.352,-107.458,1.0
32.363,-107.315,1.0
32.374,-107.173,1.0
32.384,-107.03,1.0
32.395,-106.888,1.0
32.405,-106.745,1.0
32.416,-106.60300000000001,1.0
32.426,-106.46000000000001,1.0
32.436,-106.31800000000001,1.0
32.446,-106.17500000000001,1.0
32.456,-106.03299999999999,1.0
32.466,-105.88999999999999,1.0
32.476,-105.74700000000001,1.0
32.485,-105.60499999999999,1.0
32.494,-105.46199999999999,1.0
32.504,-105.31899999999999,1.0
32.513,-105.17599999999999,1.0
32.522,-105.03399999999999,1.0
32.531,-104.89099999999999,1.0
32.539,-104.74799999999999,0.34619140625
32.548,-104.60499999999999,0.21240234375
32.556,-104.46199999999999,0.21826171875
32.565,-104.31899999999999,0.22705078125
32.573,-104.17599999999999,0.29638671875
32.581,-104.03299999999999,0.31005859375
32.589,-103.88999999999999,1.0
32.597,-103.74700000000001,1.0
32.605,-103.60399999999998,1.0
32.612,-103.46100000000001,0.30712890625
32.62,-103.31799999999998,0.32373046875
32.627,-103.17500000000001,0.24365234375
32.634,-103.03199999999998,0.19970703125
32.641,-102.88900000000001,0.20947265625
32.648,-102.74599999999998,0.24658203125
32.655,-102.60300000000001,0.41064453125
32.662,-102.45999999999998,0.35595703125
32.668,-102.31700000000001,0.27587890625
32.675,-102.173,0.45556640625
32.681,-102.02999999999997,0.33349609375
32.687,-101.887,0.29833984375
32.693,-101.74400000000003,0.22021484375
32.699,-101.601,0.24462890625
32.705,-101.457,0.35107421875
32.711,-101.31400000000002,0.27197265625
32.716,-101.17099999999999,0.20263671875
32.722,-101.02800000000002,0.12548828125
32.727,-100.88400000000001,0.11669921875
32.732,-100.74099999999999,0.06884765625
32.737,-100.59800000000001,0.06591796875
32.742,-100.45400000000001,0.07470703125
32.747,-100.31099999999998,0.09912109375
32.752,-100.16699999999997,0.08154296875
32.756,-100.024,0.08447265625
32.761,-99.88099999999997,0.07958984375
32.765,-99.73700000000002,0.08251953125
32.769,-99.594,0.08740234375
32.773,-99.44999999999999,0.15478515625
32.777,-99.30700000000002,0.18701171875
32.781,-99.16399999999999,0.20458984375
32.784,-99.01999999999998,0.23193359375
32.788,-98.87700000000001,0.18212890625
32.791,-98.733,0.17333984375
32.795,-98.58999999999997,0.16552734375
32.798,-98.44600000000003,0.18994140625
32.801,-98.303,0.15087890625
32.804,-98.15899999999999,0.12451171875
32.806,-98.01600000000002,0.05615234375
32.809,-97.87200000000001,0.03662109375
32.811,-97.72899999999998,0.02294921875
32.814,-97.58499999999998,0.01806640625
32.816,-97.44200000000001,0.01416015625
32.818,-97.298,0.01123046875
32.82,-97.15499999999997,0.01318359375
32.822,-97.01100000000002,0.01220703125
32.824,-96.86700000000002,0.01416015625
32.825,-96.72399999999999,0.01513671875
32.827,-96.57999999999998,0.02001953125
32.828,-96.43700000000001,0.02685546875
32.829,-96.293,0.02880859375
32.83,-96.14999999999998,0.04052734375
32.831,-96.00599999999997,0.02978515625
32.832,-95.86200000000002,0.02294921875
32.833,-95.719,0.01904296875
32.834,-95.57499999999999,0.01416015625
32.834,-95.43200000000002,0.01513671875
32.834,-95.28800000000001,0.01611328125
32.834,-95.144,0.01806640625
32.835,-95.00099999999998,0.01904296875
32.834,-94.85700000000003,0.02099609375
32.834,-94.714,0.01708984375
32.834,-94.57,0.01806640625
32.834,-94.42700000000002,0.02099609375
32.833,-94.28300000000002,0.02001953125
32.832,-94.13900000000001,0.02294921875
32.831,-93.99599999999998,0.02978515625
32.83,-93.85199999999998,0.02783203125
32.829,-93.709,0.03369140625
32.828,-93.565,0.03466796875
32.827,-93.42200000000003,0.03271484375
32.825,-93.27800000000002,0.04931640625
32.824,-93.13400000000001,0.06689453125
32.822,-92.99099999999999,0.06298828125
32.82,-92.84699999999998,0.05029296875
32.818,-92.70400000000001,0.03271484375
32.816,-92.56,0.03173828125
32.814,-92.41699999999997,0.02685546875
32.812,-92.27300000000002,0.02197265625
32.809,-92.13,0.02099609375
32.806,-91.98599999999999,0.02099609375
32.804,-91.84300000000002,0.02197265625
32.801,-91.69900000000001,0.02880859375
32.798,-91.55599999999998,0.03076171875
32.795,-91.41199999999998,0.03662109375
32.791,-91.269,0.03271484375
32.788,-91.125,0.03369140625
32.784,-90.98200000000003,0.03271484375
32.781,-90.83800000000002,0.02783203125
32.777,-90.695,0.02587890625
32.773,-90.55099999999999,0.02197265625
32.769,-90.40800000000002,0.02197265625
